code,P_BILABIALS,P_CLICKS,P_CODAS,P_COMPLEX_CODAS,P_COMPLEX_ONSETS,P_EJECTIVES,P_FRICATIVES,P_FRONT_ROUND_VOWELS,P_GLOTTALIZED_RESONANTS,P_IMPLOSIVES,P_LABIAL_VELARS,P_LATERALS,P_LATERAL_L,P_LATERAL_OBSTRUENTS,P_NASALS,P_NASAL_VOWELS,P_PHARYNGEALS,P_TH,P_TONE,P_UVULAR_CONTINUANTS,P_UVULAR_STOPS,P_VELAR_NASAL,P_VELAR_NASAL_INITIAL,P_VOICE,P_VOICED_FRICATIVES,P_VOICED_PLOSIVES
ixl,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
jai,1,0,0.5,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0
jao,1,0,0.5,0,1,0,0,0,0,0,0,1,1,0,1,0.5,0,0,0,0,0,0.5,0.5,0,0,0
jav,1,0,0.5,0.5,0.5,0,1,0,0,0,0,1,1,0,1,0.5,0,0,0,0,0,0.5,0.5,0,0,0
jbt,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
jeb,1,0,0.5,0,1,1,1,0,1,0,0,1,1,0,1,0.5,0,0,0,0,0,0,0,0,0,0
jeh,1,0,0.5,0.5,1,0,1,0,0,1,0,1,1,0,1,0.5,0,0,0,0,0,0.5,0.5,1,0,1
jic,1,0,0.5,0,1,1,1,0,0,0,0,1,1,0,1,0.5,0,0,0,0,0,0.5,0.5,0,0,0
jiv,1,0,0.5,0.5,0.5,0,1,0,0,0,0,0,0,0,1,0.5,0,0,0.5,0,0,1,0,0,0,0
jmd,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,0.5,0.5
jpn,1,0,0.5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1
jqr,1,0,0.5,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0.5,0.5,0,0,0
jru,1,0,0.5,0,1,0,1,0,0,0,0,1,0,0,1,0.5,0,0,0,0,0,0.5,0.5,1,0,1
juc,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,0.5,0.5
jup,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
jur,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
kaa,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0,0.5,0.5,0.5
kac,1,0,0.5,0,1,0,1,0,0,0,0,1,1,0,1,0.5,0,0,1,0,0,0.5,0.5,1,0,1
kal,1,0,0.5,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0
kan,1,0,0.5,0.5,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1
kao,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
kap,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
kas,1,0,0.5,0.5,0.5,0,1,0,0,0,0,1,1,0,1,0.5,0,0,0,0,0,0.5,0.5,1,0,1
kat,1,0,0.5,0.5,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1
kaz,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0,0.5,0.5,0.5
kbd,1,0,0.5,0.5,0.5,1,1,0,0,0,0,1,0,1,1,0.5,1,1,0,1,1,0,0,1,1,1
kbh,1,0,0.5,0.5,1,0,1,0,0,0,0,1,1,0,1,0.5,0,0,0,0,0,0.5,0.5,1,0,1
kbk,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0.5,0,0,1,0,0,0.5,0.5,1,0,1
kbr,1,0,0.5,0,1,1,1,0,0,0,0,1,1,0,1,0.5,0,0,1,0,0,0.5,0.5,1,0,1
kbv,1,0,0.5,0,1,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0.5,0.5,1,0,1
kca,1,0,0.5,0,1,0,1,0,0,0,0,1,1,0,1,0.5,0,0,0,0,0,1,0,0,0,0
kdr,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0,0.5,0.5,0.5
kek,1,0,0.5,0.5,0.5,1,1,0,0,1,0,1,1,0,1,0.5,0,0,0.5,0,1,0.5,0.5,0,0,0
ker,1,0,0.5,0,1,0,1,0,0,1,0,1,1,0,1,0.5,0,0,1,0,0,0.5,0.5,1,1,1
ket,1,0,0.5,0.5,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1
kfe,1,0,0.5,0.5,1,0,1,0,0,0,0,1,1,0,1,0.5,0,0,0,0,0,0.5,0.5,1,0,1
kff,1,0,0.5,0.5,1,0,1,0,0,0,0,1,1,0,1,0.5,0,0,0,0,0,0.5,0.5,1,0,1
kfz,1,0,0.5,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,1
kgo,1,0,0.5,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0
kgp,1,0,0.5,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5,0.5,0,0,0
kha,1,0,0.5,0.5,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1
khb,1,0,0.5,0,1,0,1,0,0,0,0,1,1,0,1,0.5,0,0,1,0,0,0.5,0.5,1,1,1
khe,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
khk,1,0,0.5,0.5,0.5,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1
khl,1,0,0.5,0,1,0,1,0,0,0,0,1,1,0,1,0.5,0,0,0,0,0,0.5,0.5,0,0,0
khm,1,0,0.5,0.5,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
khq,1,0,0.5,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0.5,0.5,1,0,1
khr,1,0,0.5,0,1,0,1,0,0,0,0,1,1,0,1,0.5,0,0,0,0,0,0.5,0.5,1,0,1
khv,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
kia,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
kii,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
kij,1,0,0.5,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1
kim,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0,0.5,0.5,0.5
kio,1,0,0.5,0,1,1,1,0,0,0,0,1,0,1,1,0.5,0,0,1,0,0,0,0,1,0,1
kir,1,0,0.5,0.5,1,0,1,1,0,0,0,1,1,0,1,0.5,0,0,0,0,1,1,0,1,1,1
kiw,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.5,0,0,1,0,0,0.5,0.5,1,0,1
kje,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
kjg,1,0,0.5,0.5,1,0,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0
kjh,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0,0.5,0.5,0.5
kjj,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
kjq,1,0,0.5,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
kjs,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0.5,0,0,1,0,0,0,0,0,0,0
kju,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
kkw,1,0,0.5,0.5,0.5,0,1,0,0,0,0,1,1,0,1,0.5,0,0,1,0,0,0.5,0.5,1,0,1
kla,1,0,0.5,0.5,1,1,1,0,1,0,0,1,1,0,1,0.5,0,0,0,0,1,0.5,0.5,1,0,1
kln,1,0,0.5,0,1,0,1,0,0,0,0,1,1,0,1,0.5,0,0,1,0,0,0.5,0.5,0,0,0
klr,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,0.5,0.5
klu,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.5,0,0,1,0,0,0.5,0.5,1,0,1
kmg,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,0.5,0.5
kmo,1,0,0.5,0,1,0,1,0,0,0,0,0,0,0,1,0.5,0,0,0.5,0,0,0,0,1,1,0
kmr,1,0,0.5,0.5,1,0,1,0,0,0,0,1,1,0,1,0.5,1,0,0,0,1,1,0,1,1,1
kmz,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0,0.5,0.5,0.5
kna,1,0,0.5,0,1,0,1,0,0,1,0,1,1,1,1,0.5,0,0,1,0,0,0.5,0.5,1,0,1
knc,1,0,0.5,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,1,1,1
kng,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
knn,1,0,0.5,0.5,0.5,0,1,0,0,0,0,1,1,0,1,0.5,0,0,0,0,0,0.5,0.5,1,0,1
kor,1,0,0.5,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
kpj,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
kpk,1,0,0.5,0.5,1,0,1,0,0,0,1,0,0,0,0,0.5,0,0,1,0,0,0.5,0.5,1,1,1
kpm,1,0,0.5,0.5,1,0,1,0,0,1,0,1,1,0,1,0.5,0,0,1,0,0,1,1,1,0,1
kpt,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
kpv,1,0,0.5,0.5,1,0,1,0,0,0,0,1,1,0,1,0.5,0,0,0,0,0,0.5,0.5,1,1,1
kpw,1,0,0.5,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
kpy,1,0,0.5,0.5,1,0,1,0,0,0,0,1,1,0,1,0.5,0,0,0,0,1,1,1,0,0,0
kpz,1,0,0.5,0.5,0.5,0,1,0,0,0,0,1,1,0,1,0.5,0,0,0.5,0,0,0.5,0.5,0,0,0
kqs,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
krc,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0,0.5,0.5,0.5
krk,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,0.5,0.5
kru,1,0,0.5,0.5,0.5,0,1,0,0,0,0,1,1,0,1,0.5,0,0,0.5,1,0,0.5,0.5,1,0,1
kry,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
ksf,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
kss,1,0,0.5,0,1,0,1,0,0,1,1,1,1,0,1,0.5,0,0,1,0,0,0.5,0.5,0,0,0
ksw,1,0,0.5,0,1,0,1,0,0,1,0,1,1,0,1,0.5,0,1,1,0,0,0.5,0.5,1,1,0
ksx,1,0,0.5,0,1,0,1,0,0,0,0,1,1,0,1,0.5,0,0,0,0,0,0.5,0.5,1,0,1
ktg,1,0,0.5,0,1,0,0,0,0,0,0,1,1,0,1,0.5,0,0,0,0,0,0.5,0.5,0,0,0
kto,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0,0.5,0.5,0.5
ktz,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0.5,0,0,1,0,0,1,0,1,1,1
kum,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0,0.5,0.5,0.5
kun,1,0,0.5,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,1,0,1
kup,1,0,0.5,0,1,0,1,0,0,0,0,1,1,0,1,0.5,0,0,0,0,1,1,1,1,1,1
kut,1,0,0.5,0.5,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0
kva,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
kvn,1,0,0.5,0,1,0,1,0,0,0,0,1,1,0,1,0.5,0,0,0,0,0,0.5,0.5,1,0,1
kvv,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,0.5,0.5
kwd,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0.5,0,0,0,0,0,0.5,0.5,0,0,0
kwe,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
kwi,1,0,0.5,0.5,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0
kwk,1,0,0.5,0.5,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0.5,0.5,1,0,1
kyh,1,0,0.5,0.5,0.5,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
lae,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,0.5,0.5
laj,1,0,0.5,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,1,1,0,1
lav,1,0,0.5,0.5,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1
lbc,1,0,0.5,0,1,0,1,0,0,1,0,1,1,0,1,0.5,0,1,1,0,0,0.5,0.5,0,0,0
lbe,1,0,0.5,0.5,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,1
lbf,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,0.5,0.5
lbj,1,0,0.5,0.5,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1
lef,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0.5,0,0,1,0,0,0.5,0.5,1,1,1
lep,1,0,0.5,0.5,1,0,1,1,0,0,0,1,1,0,1,0.5,0,0,0.5,0,0,1,1,1,1,1
lez,1,0,0.5,0.5,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1
lgg,1,0,0.5,0,1,0,1,0,1,1,1,1,0,0,1,0.5,0,0,1,0,0,0.5,0.5,1,1,1
lha,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,0.5,0.5
lhu,1,0,0.5,0,1,0,1,0,0,0,0,1,1,0,1,0.5,0,0,1,0,1,1,1,1,1,1
lif,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,0.5,0.5
lil,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
lit,1,0,0.5,0.5,1,0,1,0,0,0,0,1,0,0,1,0.5,0,0,0.5,0,0,0.5,0.5,1,1,1
lkt,1,0,0.5,0.5,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0
lme,1,0,0.5,0.5,0.5,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0.5,0.5,1,1,1
lok,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
los,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,0.5,0.5
lua,1,0,0.5,0,1,0,1,0,0,0,0,1,1,0,1,0.5,0,0,1,0,0,0.5,0.5,1,1,1
lue,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0.5,0,0,1,0,0,1,1,1,1,0
lui,1,0,0.5,0.5,0.5,0,1,0,0,0,0,1,1,0,1,0.5,0,0,0,0,1,1,1,0,0,0
luo,1,0,0.5,0,1,0,1,0,0,0,0,1,1,0,1,0.5,0,0,1,0,0,0.5,0.5,1,0,1
lut,1,0,0.5,0.5,1,1,1,0,1,1,0,1,1,1,1,0.5,0,0,0,1,1,0.5,0.5,1,0,1
lvk,1,0,0.5,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1
mad,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,0.5,0.5
maq,1,0,0.5,0,1,0,1,0,0,0,0,1,1,0,1,0.5,0,0,1,0,0,0.5,0.5,1,1,0
mas,1,0,0.5,0,1,0,1,0,0,1,0,1,1,0,1,0.5,0,0,1,0,0,0.5,0.5,0,0,0
maz,1,0,0.5,0.5,0.5,1,1,0,1,1,0,1,1,0,1,0.5,0,0,1,0,0,0.5,0.5,0,0,0
mbl,1,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0
mcu,1,0,0.5,0,1,0,1,0,0,0,0,1,1,0,1,0.5,0,0,1,0,0,0.5,0.5,1,0,1
mda,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
mdd,1,0,0.5,0.5,0.5,0,1,0.5,0,1,1,1,1,0,1,0.5,0,0,1,0,0,0.5,0.5,1,1,1
mde,1,0,0.5,0.5,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0.5,0.5,1,1,1
mdx,1,0,0.5,0.5,1,1,1,0,0,0,0,1,1,0,1,0.5,0,0,1,0,0,0.5,0.5,1,1,1
mei,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,1,0,0.5,0.5,0.5
mfc,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0.5,0,0,1,0,0,0.5,0.5,1,1,1
mhj,1,0,0.5,0.5,1,0,1,0,0,0,0,1,1,0,1,0.5,0,0,0,1,1,1,0,1,1,1
mhr,1,0,0.5,0.5,0.5,0,1,1,0,0,0,1,1,0,1,0.5,0,1,0.5,0,0,0.5,0.5,1,1,0
mhz,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.5,0,0,1,0,0,0.5,0.5,0,0,0
mid,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
mig,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,1
miy,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
mjg,1,0,0.5,0,1,0,1,0,0,0,0,1,1,0,1,0.5,0,0,0,0,1,1,0,1,1,1
mji,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
mky,1,0,0.5,0.5,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1
mlm,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
mlt,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
